

Started: 2016-07-11 20:31:03.384774.
Data OK.
Network OK.
287974 parameters
Functions OK.
Training...
Epoch     TL                  TA                  VL                  VA                  Time                
75        0.112800912037      0.96458             0.0643205521628     0.9813              2.57626605034       
76        0.112280577458      0.96566             0.0640167530626     0.9818              2.56776189804       
77        0.112688175067      0.96518             0.0636221507564     0.9814              2.57233905792       
78        0.110034869164      0.96576             0.0629854910076     0.9821              2.57464408875       
79        0.108790653944      0.96594             0.0630068613216     0.982               2.57462406158       
80        0.110370997936      0.96542             0.062346535176      0.9821              2.57284402847       
81        0.111523747854      0.96582             0.0620489896275     0.9821              2.57929205894       
82        0.10653749682       0.96764             0.061675619334      0.9824              2.57407689095       
83        0.109235233404      0.96722             0.0616719484329     0.9826              2.57481789589       
84        0.108623160496      0.96702             0.0610185079277     0.9819              2.57741808891       
85        0.104944734424      0.96726             0.0609552262351     0.9824              2.57635402679       
86        0.106392974518      0.96696             0.060225430131      0.9821              2.57476091385       
87        0.105104683861      0.96692             0.0603695410304     0.9824              2.57552194595       
88        0.106392030865      0.967               0.0599458191544     0.9829              2.57453107834       
89        0.104077136219      0.96822             0.0593328451738     0.9828              2.57444405556       
90        0.102497459948      0.968               0.0589070321992     0.983               2.57568311691       
91        0.102287185118      0.96838             0.0587723415345     0.9829              2.57606101036       
92        0.102324113324      0.96824             0.0581958351657     0.9834              2.58479785919       
93        0.0984589422494     0.9694              0.0580686133355     0.9837              2.59453511238       
94        0.0991520774737     0.9694              0.0582637586631     0.9834              2.58987808228       
95        0.101272963807      0.96826             0.0579932147637     0.9835              2.59397792816       
96        0.0994554869086     0.96946             0.0574385396205     0.9836              2.5920419693        
97        0.0993061477318     0.97026             0.056963144429      0.9838              2.59303498268       
98        0.0984027314559     0.9701              0.0564720586874     0.9839              2.59116101265       
99        0.0992695858702     0.96974             0.0573099298403     0.9833              2.59433102608       
100       0.09900878869       0.96918             0.0565329822712     0.9846              2.59242582321       
101       0.0986438740045     0.9696              0.0563871060498     0.9843              2.59219908714       
102       0.0966053203493     0.96948             0.0561409352347     0.9842              2.59399199486       
103       0.0955110987648     0.9704              0.0558689896949     0.984               2.592856884         
104       0.0971155640483     0.96924             0.0552626757883     0.9846              2.58914589882       
105       0.0936395519972     0.97082             0.0551935415715     0.9846              2.5903711319        
106       0.0964388857782     0.97068             0.0553934479132     0.9845              2.59225916862       
107       0.0960989796743     0.96936             0.0549080437049     0.985               2.5940580368        
108       0.0919945460558     0.97182             0.0548546312377     0.9851              2.59210085869       
109       0.0956246357411     0.96954             0.0542567431927     0.9849              2.57358407974       
110       0.0920677109808     0.97108             0.0543893193826     0.9851              2.57137489319       
111       0.0941659255326     0.97046             0.0541044924408     0.9853              2.57323694229       
112       0.0933891785517     0.97088             0.0538128945045     0.9849              2.57233810425       
113       0.0914236095175     0.97134             0.0540091020986     0.9849              2.57344698906       
114       0.0913518492132     0.9715              0.0530754652806     0.9854              2.57609987259       
115       0.09088232968       0.9711              0.0531563197263     0.9855              2.57421708107       
116       0.0909985443205     0.97162             0.0532374182716     0.9856              2.57643604279       
117       0.08894253131       0.97238             0.0525064314716     0.9851              2.57164096832       
118       0.0897414691374     0.97224             0.0526060435921     0.9856              2.57314491272       
119       0.0898668722808     0.9721              0.0523286934011     0.9851              2.57462286949       
120       0.0903610007837     0.97154             0.0522511061281     0.9855              2.57424783707       
121       0.0882670295611     0.97222             0.0519320760854     0.986               2.57500910759       
122       0.0886763365194     0.97246             0.0517118850723     0.9857              2.57409000397       
123       0.0882849317417     0.97252             0.0514382656664     0.9859              2.57545495033       
124       0.0896256017312     0.97198             0.0512093597092     0.9854              2.57529306412       
125       0.0880498714373     0.97246             0.0511179635301     0.9855              2.57571721077       
126       0.0881140395626     0.97324             0.0509489931166     0.9859              2.59085392952       
127       0.0842954132706     0.9737              0.0507637323812     0.9859              2.59500694275       
128       0.0866493952274     0.97312             0.0507888065651     0.9862              2.59875321388       
129       0.0830326238833     0.97348             0.0504082711414     0.986               2.5916659832        
130       0.0861870569736     0.97328             0.0502763143741     0.9865              2.5938000679        
131       0.0847981655225     0.97432             0.050079563912      0.9859              2.59352993965       
132       0.0845192530751     0.97398             0.05009285165       0.986               2.59641098976       
133       0.0834509902075     0.97424             0.049765839614      0.9864              2.59317994118       
134       0.083646690473      0.97352             0.0501467191614     0.9865              2.59392499924       
135       0.0826461566985     0.97478             0.0499488285743     0.9864              2.59711909294       
136       0.0849946433306     0.9731              0.049691133108      0.9867              2.59875893593       
137       0.0830945816636     0.9747              0.0496933126822     0.986               2.59786295891       
138       0.0819726061821     0.97354             0.0493264339864     0.9864              2.60012602806       
139       0.0834282884002     0.97438             0.048911534436      0.9865              2.59283900261       
140       0.0816220290959     0.97466             0.0489956042729     0.9867              2.59561705589       
141       0.0792415829375     0.97522             0.0492299444042     0.9869              2.59640908241       
142       0.0822858162224     0.97452             0.0490059074946     0.9866              2.5991230011        
143       0.0811942795664     0.97512             0.0483516466804     0.9863              2.59914803505       
144       0.0796590509638     0.97448             0.0485513004474     0.9868              2.60284304619       
145       0.0793636030331     0.97544             0.0481922399253     0.9867              2.59732103348       
146       0.0794362362102     0.97528             0.0484031899832     0.9866              2.60103106499       
147       0.0815910921991     0.97456             0.0482701452449     0.987               2.59780097008       
148       0.08139324788       0.97442             0.0480452749878     0.9865              2.59385681152       
149       0.0798262744397     0.97474             0.0478441918269     0.987               2.5767557621        
150       0.0783478658274     0.97564             0.0478043776006     0.9869              2.57645606995       
151       0.0783678589016     0.9758              0.0477961226366     0.9871              2.57698392868       
152       0.0765620135888     0.97634             0.0477675767615     0.9869              2.5755918026        
153       0.0775868164375     0.97602             0.0473876433447     0.9872              2.5771009922        
154       0.0789672325924     0.97492             0.0472904783674     0.9874              2.57735300064       
155       0.076682308428      0.9762              0.0472315219231     0.9873              2.57846903801       
156       0.0790308475122     0.97544             0.0473214939237     0.9872              2.57914185524       
157       0.0778961699829     0.97546             0.0470093451906     0.9878              2.57680010796       
158       0.0775052152574     0.9761              0.0468422032893     0.9874              2.57764601707       
159       0.0765723090991     0.97608             0.0466425708495     0.9876              2.57827281952       
160       0.0791217608377     0.97544             0.046565711312      0.9871              2.57659387589       
161       0.076954007186      0.97626             0.0466777791269     0.9873              2.57701301575       
162       0.0770502144843     0.9758              0.0466264248826     0.9875              2.57668495178       
163       0.07522971306       0.97734             0.0463912287727     0.9879              2.5762758255        
164       0.0745792398974     0.97596             0.0464171711355     0.9878              2.57722711563       
165       0.0783139575645     0.97532             0.0464246223681     0.9882              2.57890605927       
166       0.0748802335933     0.9764              0.0462002222426     0.9876              2.57785010338       
167       0.0736439439654     0.9773              0.046169523336      0.9882              2.57737803459       
168       0.0758706650883     0.97642             0.0462436942384     0.9886              2.57808494568       
169       0.0740777992457     0.9771              0.0458255412057     0.9876              2.57832789421       
170       0.0747681462392     0.97688             0.0459670231678     0.9882              2.57827210426       
171       0.0731372950226     0.97708             0.045750018768      0.988               2.57763504982       
172       0.0732546593621     0.97712             0.0457798465155     0.9879              2.58040499687       
173       0.0749230890349     0.97706             0.0458059536293     0.9873              2.5775141716        
174       0.0726749256626     0.97674             0.0458581318147     0.9879              2.57934308052       
175       0.0727664102241     0.97748             0.0450126670301     0.9881              2.58017301559       
176       0.072867302075      0.97668             0.0447845909279     0.9883              2.57499599457       
177       0.0737202991918     0.97672             0.0450502153486     0.9886              2.57399988174       
178       0.0720541225746     0.97772             0.0450793195516     0.9883              2.57734298706       
179       0.0744212148525     0.9769              0.0451964188367     0.9883              2.57957100868       
180       0.0718897872791     0.97758             0.0448883241974     0.9876              2.57349705696       
181       0.0736548707634     0.97738             0.0447346266359     0.9884              2.572879076         
182       0.0713519147784     0.97714             0.0443649693858     0.9887              2.57401394844       
183       0.0726589738764     0.97746             0.0444714278914     0.9891              2.57702493668       
184       0.0695947925374     0.97792             0.0441565378569     0.9885              2.57499194145       
185       0.0698564270511     0.97858             0.0443081299774     0.9885              2.57743501663       
186       0.070325884968      0.97816             0.0442482778803     0.9885              2.57343101501       
187       0.0706410101429     0.97756             0.043897844106      0.9886              2.57491588593       
188       0.0667546286806     0.97848             0.0440587594174     0.9883              2.56952309608       
189       0.071042798534      0.97738             0.0442648749799     0.9886              2.57510018349       
190       0.0705716965348     0.97808             0.0439578601625     0.9889              2.57567286491       
191       0.0707552287355     0.97882             0.0436918883584     0.9888              2.57028913498       
192       0.0714389584586     0.9774              0.0440240590367     0.9885              2.575704813         
193       0.0695041840151     0.97828             0.0440561293624     0.9886              2.5727918148        
194       0.0685967826471     0.97862             0.0435332232155     0.9889              2.57670307159       
195       0.0715101776272     0.97738             0.043897388503      0.9884              2.58302783966       
196       0.0685764869675     0.97866             0.0438668550923     0.9884              2.59068417549       
197       0.0682316090912     0.97834             0.0434911053628     0.9887              2.59344696999       
198       0.0694305731356     0.97908             0.0439238022082     0.9883              2.58991289139       
199       0.0694533970021     0.97828             0.0431047002785     0.989               2.59256887436       
200       0.0676515796408     0.9783              0.0437339368276     0.9889              2.59010696411       
201       0.0682271821424     0.97886             0.0434583744034     0.9887              2.58956313133       
202       0.0666674638167     0.97926             0.0433228625916     0.9888              2.59066796303       
203       0.0682100217789     0.97882             0.0432920402847     0.9889              2.59278202057       
204       0.0672066188231     0.97938             0.0431874661706     0.9887              2.59304714203       
205       0.0671530639008     0.9789              0.0429018102586     0.9889              2.58544707298       
206       0.0657411868684     0.98008             0.0429810376838     0.9886              2.57555508614       
207       0.0662908171862     0.97956             0.0429125061724     0.9891              2.57729101181       
208       0.0648101359047     0.9795              0.0427629742771     0.9888              2.59469509125       
209       0.0674740957096     0.97844             0.042437933106      0.9892              2.59072995186       
210       0.0675887471624     0.9793              0.0432100194506     0.9883              2.59558176994       
211       0.0652546795458     0.98024             0.0425283781253     0.989               2.59385204315       
212       0.0653716809116     0.9793              0.0426838923246     0.9888              2.59065103531       
213       0.0658316207491     0.98018             0.0427145415917     0.9891              2.59493589401       
214       0.066161265783      0.97964             0.0422577064484     0.989               2.59532809258       
215       0.0674182169884     0.97788             0.0418929313309     0.9891              2.59286689758       
216       0.0662087759003     0.97936             0.0422612718306     0.9888              2.59499597549       
217       0.0647558176517     0.97944             0.0424712291919     0.9889              2.59849190712       
218       0.0657779685222     0.97932             0.0421182430349     0.9891              2.59332299232       
219       0.0640773108974     0.98012             0.0422954825684     0.989               2.59435200691       
220       0.0627644238994     0.98066             0.0426341467537     0.9888              2.59433197975       
221       0.0644496076554     0.9797              0.0420541187748     0.9891              2.59573888779       
222       0.0637089268304     0.97952             0.0419725907035     0.9893              2.59383702278       
223       0.0649030910805     0.97976             0.041858907789      0.9897              2.59523797035       
224       0.0639902484603     0.9806              0.0420433888212     0.9892              2.59632611275       
225       0.0645291372761     0.97982             0.0416846736334     0.989               2.59317803383       
226       0.0648654520139     0.97956             0.0417088312563     0.9892              2.59159493446       
227       0.0641493995488     0.9806              0.0417388661299     0.9892              2.5898630619        
228       0.0627487410605     0.98038             0.0414337070659     0.9887              2.59164190292       
229       0.0631508055143     0.98042             0.0415522168856     0.9891              2.59662103653       
230       0.0633231806569     0.97954             0.0414680629969     0.9892              2.59152793884       
231       0.065531297382      0.97916             0.0412835514173     0.9895              2.58722305298       
232       0.0626608717814     0.9806              0.0414793401957     0.9889              2.59212017059       
233       0.0621923067421     0.98012             0.0413502655923     0.9894              2.59206700325       
234       0.0628443983942     0.98046             0.0414181421045     0.9894              2.59652590752       
235       0.0623259064928     0.98072             0.0412806384265     0.9895              2.57547593117       
236       0.0602685866877     0.98148             0.0420264586806     0.989               2.57632398605       
237       0.0629350527562     0.98028             0.0413645097986     0.9894              2.5811419487        
238       0.0642722540721     0.98004             0.0412479612511     0.9893              2.58095383644       
239       0.0640353382193     0.9801              0.0410678594373     0.9892              2.5745909214        
240       0.0615788244829     0.98042             0.0410004526377     0.9892              2.5806620121        
241       0.0626274066046     0.98014             0.0407003323548     0.9897              2.57505583763       
242       0.0623081122711     0.9801              0.0410781182349     0.9895              2.57979488373       
243       0.0606402420253     0.98118             0.0410081672948     0.9894              2.58055090904       
244       0.0624786979705     0.98028             0.0404722161591     0.9893              2.58016395569       
245       0.0610220612027     0.98074             0.0410623181146     0.9894              2.57810115814       
246       0.0626366574317     0.9804              0.0406225756276     0.9897              2.57505893707       
247       0.0628122596443     0.97978             0.0406307306141     0.9895              2.5756418705        
248       0.0602817264944     0.98094             0.0406275520101     0.9897              2.58055114746       
249       0.0611447513476     0.98058             0.0404332087375     0.9895              2.58936214447       
250       0.0600447173417     0.9814              0.0406229610555     0.989               2.59099912643       
251       0.059252141118      0.9805              0.0409507979639     0.9895              2.58742809296       
252       0.0604848408327     0.98044             0.0407766330056     0.9891              2.57956004143       
253       0.0584219700098     0.9815              0.0404858110473     0.9895              2.58047294617       
254       0.0607495463826     0.98102             0.0401798139326     0.9895              2.57856678963       
255       0.0604253983311     0.98122             0.0402235200629     0.9897              2.57706308365       
256       0.060203458257      0.98088             0.0404725214001     0.9891              2.57250404358       
257       0.0595787283406     0.981               0.0402108445298     0.9894              2.57334685326       
258       0.0608113241568     0.98076             0.0403343833052     0.9895              2.57564401627       
259       0.0594875324145     0.98144             0.0403433978092     0.9896              2.57518601418       
260       0.0604208187386     0.98108             0.0401548079215     0.9896              2.57432818413       
261       0.0583782914095     0.98138             0.0404625960626     0.9892              2.57358407974       
262       0.0582007823884     0.98128             0.040289356932      0.9893              2.57327103615       
263       0.0579237946495     0.98182             0.0403033745475     0.9898              2.57093596458       
264       0.0572219360247     0.9815              0.0404322326649     0.99                2.57463407516       
265       0.0583197982609     0.98148             0.0399661668111     0.9895              2.57327604294       
266       0.058140386045      0.98174             0.0399710448459     0.9897              2.57454490662       
267       0.0595652125776     0.9814              0.0398809294216     0.9896              2.57519197464       
268       0.0587117899396     0.98146             0.0398622440174     0.9894              2.57510304451       
269       0.0595809925534     0.98138             0.0398374985438     0.9894              2.57601189613       
270       0.0590160663985     0.9814              0.0394379375037     0.9897              2.574406147         
271       0.0581547683291     0.98178             0.0395150943659     0.9895              2.58123207092       
272       0.0581738304533     0.98134             0.0390667863656     0.9897              2.5772960186        
273       0.0587187495828     0.9821              0.0388757226523     0.989               2.57208490372       
274       0.0588202243298     0.98212             0.0392460292205     0.9896              2.57590484619       
275       0.0571155119874     0.9816              0.0390101128258     0.9894              2.57435178757       
276       0.058504172191      0.98114             0.0395725881681     0.9895              2.57339715958       
277       0.0565491116792     0.98232             0.0392099888995     0.9894              2.57244515419       
278       0.0571026531607     0.98206             0.0391375069506     0.9897              2.57650303841       
279       0.0557850281522     0.98266             0.0394438497489     0.9894              2.5765349865        
280       0.0560178450495     0.98226             0.0391648120247     0.9896              2.57692193985       
281       0.0583381744474     0.98148             0.0389523524325     0.9899              2.57685089111       
282       0.0574541275948     0.98192             0.0394384697545     0.9901              2.5736219883        
283       0.056427336894      0.9828              0.039054947393      0.9898              2.572961092         
284       0.0570355583355     0.98154             0.0390274242498     0.9896              2.5738530159        
285       0.055795123186      0.98222             0.0392038583755     0.9898              2.57436203957       
286       0.0571527985111     0.98188             0.0390073637478     0.9898              2.57455396652       
287       0.0560301678069     0.98218             0.0389655355364     0.9896              2.57357192039       
288       0.055116274152      0.98276             0.0383312922902     0.9897              2.57401108742       
289       0.0556990857329     0.98268             0.0387520338409     0.9894              2.5736451149        
290       0.0550532271527     0.98252             0.0386033802759     0.9895              2.57383513451       
291       0.0556823558919     0.98304             0.0392024178989     0.9899              2.57361388206       
292       0.0542263151333     0.98224             0.0385921010282     0.9898              2.57454109192       
293       0.0542972589843     0.98298             0.0382891556248     0.9896              2.57511496544       
294       0.0554105287604     0.98312             0.0382560539059     0.9897              2.57644605637       
295       0.0545390507393     0.98228             0.0382962577511     0.9896              2.58475494385       
296       0.0556589441746     0.98246             0.0385137307458     0.9895              2.59193205833       
297       0.0561828992702     0.98222             0.0382298536599     0.9895              2.59387898445       
298       0.0547180793807     0.98238             0.0385927458294     0.9896              2.5905790329        
299       0.0538093089312     0.98334             0.0388882223982     0.9904              2.59214091301       
300       0.0554652407952     0.98268             0.0383783344179     0.9898              2.59131097794       
301       0.0546003166586     0.98282             0.0382604593877     0.9898              2.59206986427       
302       0.0540664498881     0.98278             0.0384558309335     0.9898              2.59054088593       
303       0.0558536954224     0.98232             0.0382689398248     0.9897              2.59305810928       
304       0.053718973808      0.98346             0.0384649884887     0.9897              2.59076499939       
305       0.0541888490878     0.98298             0.0380772307515     0.9898              2.59355592728       
306       0.054948851224      0.98222             0.0380314606009     0.9898              2.59081602097       
307       0.0554740631022     0.9833              0.0380586722866     0.9897              2.59031915665       
308       0.0550931260921     0.98222             0.038172825193      0.9895              2.59351491928       
309       0.054499166254      0.98282             0.0380242506973     0.9901              2.58669805527       
310       0.0529261432588     0.98346             0.0378632802051     0.9897              2.59009313583       
311       0.0522444195859     0.98336             0.0383206984494     0.9901              2.5945289135        
312       0.054151023645      0.98324             0.0379342196509     0.99                2.59242010117       
313       0.0547857738659     0.9831              0.0377563267015     0.9899              2.59690499306       
314       0.0526823349111     0.98304             0.0377744777128     0.9899              2.59242987633       
315       0.0530893264525     0.9832              0.0376463489607     0.9898              2.59386897087       
316       0.053026336506      0.98296             0.0376867568586     0.9899              2.59509515762       
317       0.0539832705446     0.98292             0.0378046880243     0.9902              2.59385204315       
318       0.0524676911347     0.98392             0.0378003599588     0.9901              2.59388995171       
319       0.0531676200777     0.9828              0.0376782632899     0.9898              2.59159994125       
320       0.0547647571564     0.98246             0.0377528822049     0.9897              2.59866309166       
321       0.0529778387211     0.98374             0.0378826618195     0.9901              2.59332489967       
322       0.0519425236806     0.98376             0.0383163280319     0.9902              2.59432697296       
323       0.053606922999      0.98304             0.0374456056394     0.9899              2.59044408798       
324       0.0538010123        0.98292             0.0377340414561     0.9899              2.5947098732        
325       0.0508431945182     0.98382             0.0374998565763     0.99                2.59329319          
326       0.0521931290254     0.98334             0.0375775944442     0.9901              2.59330201149       
327       0.0523934903927     0.98328             0.0376226614229     0.99                2.59130382538       
328       0.0517656367272     0.98304             0.0375872338656     0.9901              2.59362792969       
329       0.0520618273318     0.9834              0.0371494736522     0.99                2.592689991         
330       0.0529036557209     0.9838              0.0374033386819     0.99                2.59558701515       
331       0.0514752981625     0.98396             0.0375149046304     0.9901              2.59416103363       
332       0.0505309063476     0.98388             0.0372798315249     0.9898              2.59215807915       
333       0.0510305936448     0.9835              0.037663565902      0.9903              2.59342694283       
334       0.05082787266       0.98362             0.0373063156381     0.9898              2.59409809113       
335       0.0506002396718     0.98302             0.0373054442927     0.9898              2.59006500244       
336       0.0506304180808     0.98376             0.0371752379462     0.9899              2.59010004997       
337       0.0499708564393     0.98416             0.0373320801184     0.9899              2.59033584595       
338       0.0504031188414     0.98406             0.0370109275915     0.9901              2.59193301201       
339       0.0505424614251     0.98398             0.0369044982828     0.9903              2.59097695351       
340       0.0493182766065     0.9844              0.036686617462      0.9898              2.59269094467       
341       0.051672058776      0.9838              0.03718774179       0.99                2.59175682068       
342       0.0504402800277     0.98458             0.0373157214373     0.9897              2.59576797485       
343       0.0498415730149     0.98374             0.0372188574169     0.9901              2.59542012215       
344       0.0485601211898     0.98468             0.036910177581      0.9901              2.59451317787       
345       0.0511597557552     0.98384             0.0369419115596     0.99                2.59403395653       
346       0.0491771461256     0.98446             0.0372673041653     0.9901              2.59317684174       
347       0.0503852100857     0.98368             0.0368893106468     0.9905              2.59454679489       
348       0.0507849626802     0.98388             0.03730548108       0.9904              2.59493589401       
349       0.0511666902155     0.9839              0.0366702277679     0.9905              2.59237790108       
350       0.0510313337483     0.98418             0.0368211308029     0.9901              2.59256482124       
351       0.0491754492559     0.98502             0.0367057456635     0.9901              2.59196686745       
352       0.0512297207117     0.98436             0.0370917419903     0.9903              2.59267711639       
353       0.0498948619887     0.9846              0.0369110622909     0.9905              2.59174895287       
354       0.0510153887421     0.984               0.0365679584444     0.9906              2.5923500061        
355       0.0497742178105     0.98422             0.0367079016753     0.9901              2.58979105949       
356       0.0488648768328     0.98414             0.0365179640707     0.9903              2.59523415565       
357       0.0492979359254     0.98446             0.0367166649085     0.9905              2.58959197998       
358       0.0482221531495     0.98492             0.036324059125      0.9904              2.59361505508       
359       0.0485584738851     0.98448             0.036362415785      0.9902              2.59386396408       
360       0.0471868729219     0.98416             0.0367562867701     0.9901              2.59096693993       
361       0.0491473140754     0.98444             0.0365032980684     0.9902              2.59099507332       
362       0.0472440515831     0.98488             0.0367425288074     0.9906              2.59110403061       
363       0.0488742237166     0.9838              0.0364188187756     0.9904              2.59552192688       
364       0.0484427665174     0.98452             0.036129997205      0.9906              2.59611010551       
365       0.0491650147736     0.98422             0.036247105943      0.9902              2.59362912178       
366       0.047483550813      0.985               0.0366435401142     0.9904              2.59465003014       
367       0.0498733471148     0.9845              0.0362083999906     0.9902              2.59276986122       
368       0.0486082976125     0.9848              0.0365375516005     0.9903              2.59597206116       
369       0.0496521935798     0.98426             0.0366557361558     0.9903              2.5945558548        
370       0.0487265198305     0.98382             0.0363367317477     0.9904              2.59425091743       
371       0.0481881984696     0.984               0.0361717867199     0.9904              2.59242296219       
372       0.0469341185503     0.98516             0.0363835634198     0.9904              2.59072303772       
373       0.0504457886331     0.98396             0.0364546936937     0.9906              2.58842611313       
374       0.0466408940218     0.98438             0.035742321983      0.9904              2.59375405312       
375       0.0463533780724     0.9851              0.0361366340425     0.9904              2.58915019035       
376       0.048146688398      0.9845              0.0361329879146     0.9907              2.59102392197       
377       0.0474722331762     0.98476             0.0363139165565     0.9905              2.59191799164       
378       0.0488282216899     0.98468             0.0358067790978     0.9905              2.59399986267       
379       0.0460616215877     0.98564             0.0361970169004     0.9902              2.59231209755       
380       0.0496658371575     0.9842              0.0361023630947     0.9906              2.59360408783       
381       0.0484315882064     0.98462             0.0355913442094     0.9904              2.59729003906       
382       0.0463187399507     0.9856              0.0359624117613     0.9908              2.59082198143       
383       0.0486946359277     0.98392             0.0358731055167     0.9905              2.59457993507       
384       0.0471098163538     0.9852              0.0358949574642     0.9902              2.5900580883        
385       0.0470721902326     0.98564             0.0358139974996     0.9906              2.59143614769       
386       0.0475084503368     0.98534             0.0359892940149     0.9903              2.59004020691       
387       0.0464971768111     0.98534             0.0355652241036     0.9908              2.59298801422       
388       0.0466438868642     0.98524             0.0358754059765     0.9903              2.59524393082       
389       0.0462990880385     0.98536             0.0352865638211     0.9904              2.5946969986        
390       0.0466176662594     0.98526             0.035668073385      0.9907              2.59405493736       
391       0.0476833181642     0.9849              0.0356517373119     0.9901              2.59107899666       
